,file,geneID,uni_gal,gene,gene_galGal,finalgene
9114,galGal_rna-NM_001318997.2_R0,GEMOMA_00013178-RA,A0A088BI16,PRR9,EDQCM,PRR9
9115,galGal_rna-NM_001318997.2_R1,GEMOMA_00014761-RA,A0A088BI16,PRR9,EDQCM,PRR9
9116,galGal_rna-NM_001321595.1_R0,GEMOMA_00006079-RA,A0A1D5PK99,MED31,MED31,MED31
9117,galGal_rna-NM_001326494.1_R0,GEMOMA_00013915-RA,A0A1D5P7X9,UQCRB,UQCRB,UQCRB
9118,galGal_rna-NM_001328354.1_R0,GEMOMA_00007837-RA,A0A3Q2UE81,PTGES3L,PTGES3L,PTGES3L
9119,galGal_rna-NM_001329500.1_R0,GEMOMA_00001134-RA,A0A1L1RWI4,CYP2K6,CYP2AC2,CYP2K6
9120,galGal_rna-NM_001348655.1_R0,GEMOMA_00010759-RA,A0A1D5PGQ4,NA,CXCL8,CXCL8
9121,galGal_rna-NM_001349739.1_R0,GEMOMA_00000489-RA,R4GMG9,GZF1,GZF1,GZF1
9122,galGal_rna-NM_001351421.1_R0,GEMOMA_00013220-RA,A0A1D5NZF7,NA,LOC107055133,LOC107055133
9123,galGal_rna-NM_001351421.1_R1,GEMOMA_00013701-RA,A0A1D5NZF7,NA,LOC107055133,LOC107055133
9124,galGal_rna-NM_001351421.1_R2,GEMOMA_00013219-RA,NA,NA,NA,NA
9125,galGal_rna-NM_001351430.1_R0,GEMOMA_00013216-RA,A0A1D5PFL0,NA,LOC107055131,LOC107055131
9126,galGal_rna-NM_001351430.1_R1,GEMOMA_00013698-RA,A0A1D5PFL0,NA,LOC107055131,LOC107055131
9127,galGal_rna-NM_001351434.1_R0,GEMOMA_00013214-RA,A0A089N7J8,NA,EDMPN2,EDMPN2
9128,galGal_rna-NM_001351434.1_R1,GEMOMA_00013696-RA,A0A089N7J8,NA,EDMPN2,EDMPN2
9129,galGal_rna-NM_001351436.1_R0,GEMOMA_00013211-RA,A0A088BID5,NA,EDCH3,EDCH3
9130,galGal_rna-NM_001351436.1_R1,GEMOMA_00013693-RA,A0A088BID5,NA,EDCH3,EDCH3
9131,galGal_rna-NM_001351481.1_R0,GEMOMA_00013179-RA,NA,SPRR4,NA,SPRR4
9132,galGal_rna-NM_204108.1_R0,GEMOMA_00014490-RA,A0A1D5NX49,MUSK,MUSK,MUSK
9133,galGal_rna-NM_204120.1_R0,GEMOMA_00009698-RA,A0A3Q2UCL4,NA,EDNRB2,EDNRB2
9134,galGal_rna-NM_204145.2_R0,GEMOMA_00013520-RA,E1C619,ABCA1,ABCA1,ABCA1
9135,galGal_rna-NM_204149.3_R0,GEMOMA_00012950-RA,A0A1N8XHL8,NBL1,NBL1,NBL1
9136,galGal_rna-NM_204182.2_R0,GEMOMA_00004633-RA,F1NXR0,CKMT1,CKMT1B,CKMT1
9137,galGal_rna-NM_204185.2_R0,GEMOMA_00007862-RA,F1P0W5,HCRT,HCRT,HCRT
9138,galGal_rna-NM_204203.2_R1,GEMOMA_00012378-RA,NA,NA,NA,NA
9139,galGal_rna-NM_204203.2_R2,GEMOMA_00014250-RA,NA,OANT_0094,NA,OANT_0094
9140,galGal_rna-NM_204223.2_R0,GEMOMA_00014719-RA,NA,PFKM,NA,PFKM
9141,galGal_rna-NM_204228.3_R3,GEMOMA_00012709-RA,A0A1D5P600,MYH6,MYH7,MYH6
9142,galGal_rna-NM_204231.2_R0,GEMOMA_00013466-RA,Q5ZLG7,SLC25A6,SLC25A6,SLC25A6
9143,galGal_rna-NM_204231.2_R1,GEMOMA_00013276-RA,Q5ZLG7,SLC25A6,SLC25A6,SLC25A6
9144,galGal_rna-NM_204233.2_R0,GEMOMA_00009843-RA,Q8JH64,BTK,BTK,BTK
9145,galGal_rna-NM_204244.1_R0,GEMOMA_00008090-RA,F1P3P5,CRY2,CRY2,CRY2
9146,galGal_rna-NM_204274.1_R1,GEMOMA_00008273-RA,A0A1D5NYX5,NA,CTGFL,CTGFL
9147,galGal_rna-NM_204364.2_R0,GEMOMA_00000246-RA,O42406,SIX3,SIX3,SIX3
9148,galGal_rna-NM_204382.1_R0,GEMOMA_00001872-RA,F1NKG5,DDAH1,DDAH1,DDAH1
9149,galGal_rna-NM_204401.2_R0,GEMOMA_00001209-RA,Q7ZZY2,TRIB2,TRIB2,TRIB2
9150,galGal_rna-NM_204406.1_R0,GEMOMA_00011232-RA,Q802E6,BB4,BRS3.5,BB4
9151,galGal_rna-NM_204418.1_R0,GEMOMA_00002090-RA,Q07420,ATP4B,ATP4B,ATP4B
9152,galGal_rna-NM_204422.1_R0,GEMOMA_00010543-RA,P43305,NA,NA,NA
9153,galGal_rna-NM_204434.1_R0,GEMOMA_00004869-RA,Q7ZTG3,NA,CDKN2A,CDKN2A
9154,galGal_rna-NM_204445.2_R0,GEMOMA_00008738-RA,Q802E4,PDE6G,PDE6G,PDE6G
9155,galGal_rna-NM_204520.2_R0,GEMOMA_00006909-RA,Q6E236,OTX2,OTX2,OTX2
9156,galGal_rna-NM_204526.1_R0,GEMOMA_00004178-RA,F1NQT9,CASQ2,CASQ2,CASQ2
9157,galGal_rna-NM_204532.1_R0,GEMOMA_00009849-RA,Q8AYS7,CENPI,CENPI,CENPI
9158,galGal_rna-NM_204541.2_R4,GEMOMA_00015578-RA,NA,NA,NA,NA
9159,galGal_rna-NM_204563.1_R0,GEMOMA_00001204-RA,F1NV49,DDX1,DDX1,DDX1
9160,galGal_rna-NM_204576.1_R0,GEMOMA_00001020-RA,F1NF81,DBI,DBI,DBI
9161,galGal_rna-NM_204662.1_R0,GEMOMA_00002796-RA,Q9DDD1,GPR149,GPR149,GPR149
9162,galGal_rna-NM_204689.1_R0,GEMOMA_00005127-RA,Q9I882,HINT1,chPKCI,HINT1
9163,galGal_rna-NM_204703.2_R0,GEMOMA_00002841-RA,A0A1L1RSG5,TLL1,TLL1,TLL1
9164,galGal_rna-NM_204703.2_R1,GEMOMA_00011064-RA,A0A1D5P755,TLL2,TLL2,TLL2
9165,galGal_rna-NM_204727.1_R0,GEMOMA_00013043-RA,NA,NA,NA,NA
9166,galGal_rna-NM_204757.1_R0,GEMOMA_00009063-RA,Q90595,MAFF,MAFF,MAFF
9167,galGal_rna-NM_204765.1_R1,GEMOMA_00009466-RA,NA,NA,NA,NA
9168,galGal_rna-NM_204805.2_R0,GEMOMA_00006449-RA,Q9PU40,TH,tyrosine,TH
9169,galGal_rna-NM_204845.2_R1,GEMOMA_00000854-RA,E1C2Z3,PHOSPHO2,PHOSPHO2,PHOSPHO2
9170,galGal_rna-NM_204854.1_R0,GEMOMA_00011558-RA,Q6QDA0,PRLR,PRLR,PRLR
9171,galGal_rna-NM_204876.1_R2,GEMOMA_00014295-RA,NA,ENO,NA,ENO
9172,galGal_rna-NM_204921.1_R0,GEMOMA_00015338-RA,A0A1D5PV92,CD5,CD5,CD5
9173,galGal_rna-NM_204921.1_R2,GEMOMA_00015321-RA,NA,NA,NA,NA
9174,galGal_rna-NM_204932.1_R0,GEMOMA_00012676-RA,O93532,NA,NA,NA
9175,galGal_rna-NM_204933.2_R0,GEMOMA_00005867-RA,O93526,NA,NA,NA
9176,galGal_rna-NM_204986.1_R0,GEMOMA_00013151-RA,F1P429,PDE6C,PDE6C,PDE6C
9177,galGal_rna-NM_204996.3_R0,GEMOMA_00007237-RA,Q75R65,JAK3,JAK2,JAK3
9178,galGal_rna-NM_204997.1_R0,GEMOMA_00004035-RA,P36381,GJA8,GJA8,GJA8
9179,galGal_rna-NM_205001.1_R1,GEMOMA_00010385-RA,Q6W8X3,HMGA1,HMGA1,HMGA1
9180,galGal_rna-NM_205042.2_R0,GEMOMA_00000200-RA,P67964,VEGFA,VEGFA,VEGFA
9181,galGal_rna-NM_205058.1_R0,GEMOMA_00006835-RA,Q90845,GABRA6,GABRA6,GABRA6
9182,galGal_rna-NM_205090.1_R0,GEMOMA_00015529-RA,P20136,GSTM2,GSTM2,GSTM2
9183,galGal_rna-NM_205112.2_R0,GEMOMA_00012634-RA,Q98917,PMEL,PMEL,PMEL
9184,galGal_rna-NM_205192.2_R1,GEMOMA_00009597-RA,NA,FOXD2,NA,FOXD2
9185,galGal_rna-NM_205205.2_R1,GEMOMA_00007907-RA,A0A3Q2U5M5,NR1D1,NR1D1,NR1D1
9186,galGal_rna-NM_205221.1_R0,GEMOMA_00002024-RA,Q90805,NA,NA,NA
9187,galGal_rna-NM_205247.2_R0,GEMOMA_00003147-RA,F6RFK3,CD8B,CD8BP,CD8B
9188,galGal_rna-NM_205276.3_R0,GEMOMA_00001657-RA,A0A1L1RV09,TNR,TNR,TNR
9189,galGal_rna-NM_205294.1_R0,GEMOMA_00001701-RA,P28701,RXRG,RXRG,RXRG
9190,galGal_rna-NM_205323.1_R0,GEMOMA_00000124-RA,P20111,ACTN2,ACTN2,ACTN2
9191,galGal_rna-NM_205351.1_R0,GEMOMA_00004786-RA,P17785,ANXA2,ANXA2,ANXA2
9192,galGal_rna-NM_205364.1_R0,GEMOMA_00013508-RA,F1NQD3,CHRNA6,CHRNA6,CHRNA6
9193,galGal_rna-NM_205374.1_R0,GEMOMA_00013394-RA,Q90641,PKIA,PKIA,PKIA
9194,galGal_rna-NM_205380.2_R1,GEMOMA_00007993-RA,A0A1D5PYU1,COL1A1,COL1A1,COL1A1
9195,galGal_rna-NM_205389.1_R0,GEMOMA_00013133-RA,P36195,DNTT,DNTT,DNTT
9196,galGal_rna-NM_205391.1_R0,GEMOMA_00011481-RA,Q90667,NREP,NREP,NREP
9197,galGal_rna-NM_205411.1_R0,GEMOMA_00011598-RA,P23228,HMGCS1,HMGCS1,HMGCS1
9198,galGal_rna-NM_205412.1_R0,GEMOMA_00001275-RA,P26697,NA,NA,NA
9199,galGal_rna-NM_205417.1_R0,GEMOMA_00006456-RA,P68246,TNNI2,TNNI2,TNNI2
9200,galGal_rna-NM_205417.1_R1,GEMOMA_00013046-RA,A0A3Q3B093,TNNI1,TNNI1,TNNI1
9201,galGal_rna-NM_205456.4_R0,GEMOMA_00005567-RA,P10039,TNC,TNC,TNC
9202,galGal_rna-NM_205471.1_R1,GEMOMA_00015520-RA,NA,NA,NA,NA
9203,galGal_rna-NM_205472.1_R0,GEMOMA_00004053-RA,P15143,POU2F1,POU2F1,POU2F1
9204,galGal_rna-NM_205489.2_R0,GEMOMA_00014525-RA,P02112,HBB,HBB,HBB
9205,galGal_rna-NM_205490.1_R0,GEMOMA_00010383-RA,P28683,PRA1,PRA1,PRA1
9206,galGal_rna-NM_205493.1_R0,GEMOMA_00001686-RA,A0A3Q2U134,GLUL,GLUL,GLUL
9207,galGal_rna-NM_206990.2_R0,GEMOMA_00010196-RA,Q6Q2J6,UTS2,UTS2,UTS2
9208,galGal_rna-NM_213571.1_R0,GEMOMA_00006615-RA,Q6X0K9,IL12B,IL-12B,IL12B
9209,galGal_rna-NM_213576.2_R0,GEMOMA_00004346-RA,Q766V2,NA,ZPD,ZPD
9210,galGal_rna-XM_001231314.4_R0,GEMOMA_00010868-RA,F1N8T1,CLUL1,CLUL1,CLUL1
9211,galGal_rna-XM_001231361.5_R1,GEMOMA_00007816-RA,A0A3Q2UNA9,ASB16,ASB16,ASB16
9212,galGal_rna-XM_001231502.4_R0,GEMOMA_00015213-RA,E1C4Y1,PANX3,PANX3,PANX3
9213,galGal_rna-XM_001231542.5_R0,GEMOMA_00010563-RA,A0A1D5NVB1,HYLS1,HYLS1,HYLS1
9214,galGal_rna-XM_001231595.5_R0,GEMOMA_00005126-RA,A0A3Q2UAX2,LYRM7,LYRM7,LYRM7
9215,galGal_rna-XM_001231772.4_R0,GEMOMA_00013872-RA,A0A3Q2TUN5,LYPD2,NA,LYPD2
9216,galGal_rna-XM_001231793.5_R1,GEMOMA_00014293-RA,NA,PCCB,NA,PCCB
9217,galGal_rna-XM_001231849.5_R0,GEMOMA_00007755-RA,NA,TEX36,NA,TEX36
9218,galGal_rna-XM_001231964.5_R0,GEMOMA_00010024-RA,F1NXH2,GALNT16,GALNT16,GALNT16
9219,galGal_rna-XM_001232035.5_R0,GEMOMA_00008834-RA,F1NAT8,CHAD,CHAD,CHAD
9220,galGal_rna-XM_001232111.5_R0,GEMOMA_00007307-RA,A0A1D5NYJ2,LONP1,LONP1,LONP1
9221,galGal_rna-XM_001232282.5_R0,GEMOMA_00014636-RA,R4GGE3,LACTBL1,LACTBL1,LACTBL1
9222,galGal_rna-XM_001232348.4_R0,GEMOMA_00007486-RA,NA,NA,NA,NA
9223,galGal_rna-XM_001232406.4_R0,GEMOMA_00002131-RA,F1P267,METTL21E,METTL21EP,METTL21E
9224,galGal_rna-XM_001232669.5_R0,GEMOMA_00007162-RA,F1P3R7,UBXN6,UBXN6,UBXN6
9225,galGal_rna-XM_001232709.5_R0,GEMOMA_00011964-RA,NA,RHOBTB2,NA,RHOBTB2
9226,galGal_rna-XM_001232921.5_R0,GEMOMA_00007461-RA,A0A1L1RP51,CCDC78,CCDC78,CCDC78
9227,galGal_rna-XM_001232987.5_R0,GEMOMA_00003396-RA,A0A3Q3AUL4,RHEB,RHEB,RHEB
9228,galGal_rna-XM_001233013.5_R1,GEMOMA_00013494-RA,A0A1D5PBR8,TOMT,LRTOMT,TOMT
9229,galGal_rna-XM_001233013.5_R2,GEMOMA_00013306-RA,A0A1D5PBR8,TOMT,LRTOMT,TOMT
9230,galGal_rna-XM_001233084.4_R0,GEMOMA_00009847-RA,F1P218,AIPL1,AIPL1,AIPL1
9231,galGal_rna-XM_001233128.5_R4,GEMOMA_00013289-RA,NA,NA,NA,NA
9232,galGal_rna-XM_001233313.5_R2,GEMOMA_00001689-RA,R4GJB7,RGS8,RGS8,RGS8
9233,galGal_rna-XM_001233431.4_R0,GEMOMA_00005816-RA,A0A3Q3AEK0,TSSK1B,TSSK3,TSSK1B
9234,galGal_rna-XM_001233449.4_R0,GEMOMA_00006239-RA,A0A3Q2UC22,KCNQ2,KCNQ2,KCNQ2
9235,galGal_rna-XM_001233619.4_R0,GEMOMA_00008747-RA,E1BUR1,CDC42EP4,CDC42EP4,CDC42EP4
9236,galGal_rna-XM_001233731.5_R0,GEMOMA_00002277-RA,A0A1D5NXK4,FAM124A,FAM124A,FAM124A
9237,galGal_rna-XM_001233784.5_R0,GEMOMA_00006616-RA,NA,SPINK6,NA,SPINK6
9238,galGal_rna-XM_001233851.5_R0,GEMOMA_00001717-RA,A0A1D5PIG8,VAMP4,VAMP4,VAMP4
9239,galGal_rna-XM_001233971.4_R0,GEMOMA_00007886-RA,NA,NA,NA,NA
9240,galGal_rna-XM_001233990.4_R0,GEMOMA_00016068-RA,NA,NA,NA,NA
9241,galGal_rna-XM_001233990.4_R1,GEMOMA_00016150-RA,NA,NA,NA,NA
9242,galGal_rna-XM_001233990.4_R2,GEMOMA_00016105-RA,NA,NA,NA,NA
9243,galGal_rna-XM_001233990.4_R3,GEMOMA_00016024-RA,NA,NA,NA,NA
9244,galGal_rna-XM_001234037.5_R0,GEMOMA_00005844-RA,A0A3Q2U1F0,METTL27,NA,METTL27
9245,galGal_rna-XM_001234040.4_R0,GEMOMA_00010154-RA,E1BQL4,GABRD,GABRD,GABRD
9246,galGal_rna-XM_001234086.5_R0,GEMOMA_00010424-RA,A0A1L1RV73,MSLNL,MSLNL,MSLNL
9247,galGal_rna-XM_001234191.5_R0,GEMOMA_00004899-RA,R4GI70,RGS7BP,RGS7BP,RGS7BP
9248,galGal_rna-XM_001234206.5_R0,GEMOMA_00014857-RA,A0A3Q2TSB5,GAREM2,GAREM2,GAREM2
9249,galGal_rna-XM_001234208.4_R0,GEMOMA_00008571-RA,A0A1L1RQ52,NA,LIPML1,LIPML1
9250,galGal_rna-XM_001234492.4_R0,GEMOMA_00005410-RA,E1BQM7,PDCL,PDCL,PDCL
9251,galGal_rna-XM_001234702.5_R3,GEMOMA_00016181-RA,NA,NA,NA,NA
9252,galGal_rna-XM_001235218.5_R0,GEMOMA_00009881-RA,NA,NA,NA,NA
9253,galGal_rna-XM_001235288.5_R0,GEMOMA_00000878-RA,F1NPN0,CSRNP3,CSRNP3,CSRNP3
9254,galGal_rna-XM_001235322.5_R0,GEMOMA_00015422-RA,NA,QTSA-19340,NA,QTSA-19340
9255,galGal_rna-XM_001236518.2_R9,GEMOMA_00015289-RA,NA,NA,NA,NA
9256,galGal_rna-XM_001237034.5_R0,GEMOMA_00000705-RA,A0A3Q2U5L7,ARL4C,ARL4C,ARL4C
9257,galGal_rna-XM_003640318.4_R2,GEMOMA_00015654-RA,A0A1D5NYZ9,NA,ACR,ACR
9258,galGal_rna-XM_003640326.3_R0,GEMOMA_00016374-RA,A0A3Q2U072,SCO2,SCO2,SCO2
9259,galGal_rna-XM_003640473.3_R0,GEMOMA_00014979-RA,NA,ENV,NA,ENV
9260,galGal_rna-XM_003640497.4_R0,GEMOMA_00003946-RA,NA,PIGP,NA,PIGP
9261,galGal_rna-XM_003640510.4_R2,GEMOMA_00015762-RA,NA,GLPK,NA,GLPK
9262,galGal_rna-XM_003640549.4_R8,GEMOMA_00016477-RA,NA,NA,NA,NA
9263,galGal_rna-XM_003640593.4_R0,GEMOMA_00011704-RA,A0A3Q3A8Z1,TMEM135,TMEM135,TMEM135
9264,galGal_rna-XM_003640593.4_R1,GEMOMA_00011815-RA,A0A3Q3A8Z1,TMEM135,TMEM135,TMEM135
9265,galGal_rna-XM_003640612.4_R0,GEMOMA_00002337-RA,A0A1D5PNF3,FLT3,FLT3,FLT3
9266,galGal_rna-XM_003640629.4_R0,GEMOMA_00003512-RA,Q9DEB1,GBX1,Gbx-1,GBX1
9267,galGal_rna-XM_003640648.4_R0,GEMOMA_00013850-RA,NA,DTHADH,NA,DTHADH
9268,galGal_rna-XM_003640799.4_R0,GEMOMA_00012565-RA,A0A1D5NZU0,SEH1L,SEH1L,SEH1L
9269,galGal_rna-XM_003641277.4_R2,GEMOMA_00014229-RA,NA,CALB,NA,CALB
9270,galGal_rna-XM_003641316.4_R0,GEMOMA_00006372-RA,A0A3Q2U6S7,MICAL2,MICAL2,MICAL2
9271,galGal_rna-XM_003641507.4_R0,GEMOMA_00007766-RA,NA,NA,NA,NA
9272,galGal_rna-XM_003641670.4_R0,GEMOMA_00001772-RA,E1BT21,CRB1,NA,CRB1
9273,galGal_rna-XM_003641696.4_R2,GEMOMA_00015248-RA,NA,OLFM2,NA,OLFM2
9274,galGal_rna-XM_003641757.4_R0,GEMOMA_00014168-RA,A0A3Q2UH29,NA,THT2L,THT2L
9275,galGal_rna-XM_003641757.4_R1,GEMOMA_00014192-RA,NA,NA,NA,NA
9276,galGal_rna-XM_003641830.4_R0,GEMOMA_00004667-RA,F1ND06,ADAMTS7,ADAMTS7,ADAMTS7
9277,galGal_rna-XM_003641847.4_R0,GEMOMA_00004582-RA,NA,DMXL2,NA,DMXL2
9278,galGal_rna-XM_003641907.4_R0,GEMOMA_00004441-RA,F1NIE6,B3GNT9,NA,B3GNT9
9279,galGal_rna-XM_003641945.4_R0,GEMOMA_00004503-RA,R4GM20,IL17C,NA,IL17C
9280,galGal_rna-XM_003642073.4_R0,GEMOMA_00006684-RA,A0A3Q2UAE3,RNF44,RNF44,RNF44
9281,galGal_rna-XM_003642076.4_R0,GEMOMA_00006814-RA,A0A1D5P760,KCNIP1,KCNIP1,KCNIP1
9282,galGal_rna-XM_003642123.4_R0,GEMOMA_00007523-RA,A0A1D5P449,ITPRIPL2,NA,ITPRIPL2
9283,galGal_rna-XM_003642161.2_R0,GEMOMA_00007450-RA,NA,NA,NA,NA
9284,galGal_rna-XM_003642304.4_R0,GEMOMA_00005462-RA,A0A1D5PUJ8,ADAMTSL2,ADAMTSL2,ADAMTSL2
9285,galGal_rna-XM_003642380.4_R0,GEMOMA_00005850-RA,R4GHR7,HSF5,NA,HSF5
9286,galGal_rna-XM_003642451.4_R0,GEMOMA_00006094-RA,R4GJ83,ERGIC3,ERGIC3,ERGIC3
9287,galGal_rna-XM_003642536.4_R0,GEMOMA_00010063-RA,A0A3Q2UEL1,PPCS,PPCS,PPCS
9288,galGal_rna-XM_003642607.4_R0,GEMOMA_00010556-RA,A0A1D5PZ34,KIRREL3,KIRREL3,KIRREL3
9289,galGal_rna-XM_003642796.4_R1,GEMOMA_00003230-RA,F1NMH3,SNX10,SNX10,SNX10
9290,galGal_rna-XM_003642843.4_R0,GEMOMA_00007108-RA,A0A3Q2TUN2,MICOS13,C19orf70,MICOS13
9291,galGal_rna-XM_003642919.4_R2,GEMOMA_00013715-RA,NA,NA,NA,NA
9292,galGal_rna-XM_003642974.4_R0,GEMOMA_00011545-RA,A0A1D5PZA8,NPR3,NPR3,NPR3
9293,galGal_rna-XM_003643014.4_R0,GEMOMA_00005110-RA,R4GHS3,NXNL2,NXNL2,NXNL2
9294,galGal_rna-XM_003643027.4_R0,GEMOMA_00005071-RA,F1P2F8,RASEF,RASEF,RASEF
9295,galGal_rna-XM_003643028.4_R0,GEMOMA_00005075-RA,A0A3Q2U8W8,KIF27,KIF27,KIF27
9296,galGal_rna-XM_003643434.4_R0,GEMOMA_00013305-RA,A0A1D5PUJ5,ANAPC15,ANAPC15,ANAPC15
9297,galGal_rna-XM_003643434.4_R1,GEMOMA_00013493-RA,A0A1D5PUJ5,ANAPC15,ANAPC15,ANAPC15
9298,galGal_rna-XM_003643764.4_R0,GEMOMA_00006577-RA,A0A3Q3AHP8,NA,NA,NA
9299,galGal_rna-XM_003643937.3_R3,GEMOMA_00016402-RA,NA,NA,NA,NA
9300,galGal_rna-XM_003643937.3_R5,GEMOMA_00016210-RA,NA,NA,NA,NA
9301,galGal_rna-XM_003643937.3_R9,GEMOMA_00016471-RA,NA,NA,NA,NA
9302,galGal_rna-XM_003643946.3_R1,GEMOMA_00015457-RA,A0A1D5P873,NA,LOC107057549,LOC107057549
9303,galGal_rna-XM_004934351.3_R0,GEMOMA_00012090-RA,F1NZZ1,RAB36,RAB36,RAB36
9304,galGal_rna-XM_004934668.3_R0,GEMOMA_00011723-RA,F1NN17,CNKSR2,CNKSR2,CNKSR2
9305,galGal_rna-XM_004934668.3_R1,GEMOMA_00011834-RA,F1NN17,CNKSR2,CNKSR2,CNKSR2
9306,galGal_rna-XM_004934863.3_R0,GEMOMA_00013063-RA,NA,NA,NA,NA
9307,galGal_rna-XM_004934879.3_R0,GEMOMA_00010210-RA,E1C0V5,NA,C26H6ORF222,C26H6ORF222
9308,galGal_rna-XM_004934897.3_R0,GEMOMA_00010348-RA,F1NJ38,SOX13,SOX13,SOX13
9309,galGal_rna-XM_004934965.3_R0,GEMOMA_00010305-RA,A0A3Q2U488,NA,LOC101748581,LOC101748581
9310,galGal_rna-XM_004935007.3_R0,GEMOMA_00010246-RA,F1NXG6,NA,BARL,BARL
9311,galGal_rna-XM_004935137.3_R1,GEMOMA_00014506-RA,A0A1L1RSG3,UPP2,UPP2,UPP2
9312,galGal_rna-XM_004935146.3_R0,GEMOMA_00013008-RA,A0A1D5PAR9,COBL,COBL,COBL
9313,galGal_rna-XM_004935235.3_R0,GEMOMA_00000543-RA,NA,NA,NA,NA
9314,galGal_rna-XM_004935238.2_R0,GEMOMA_00000544-RA,E1BXM0,NA,LOC101748254,LOC101748254
9315,galGal_rna-XM_004935275.3_R0,GEMOMA_00000372-RA,F1NMA5,ARHGEF33,ARHGEF33,ARHGEF33
9316,galGal_rna-XM_004935370.3_R0,GEMOMA_00000250-RA,E1C011,SLC3A1,SLC3A1,SLC3A1
9317,galGal_rna-XM_004935471.3_R0,GEMOMA_00000116-RA,A0A1L1RJ14,GNG4,GNG4,GNG4
9318,galGal_rna-XM_004935527.3_R0,GEMOMA_00000056-RA,A0A3Q2UL39,TTLL2,TTLL2,TTLL2
9319,galGal_rna-XM_004935632.3_R0,GEMOMA_00001615-RA,F1NG02,SYNE1,SYNE1,SYNE1
9320,galGal_rna-XM_004935793.3_R1,GEMOMA_00014237-RA,NA,NA,NA,NA
9321,galGal_rna-XM_004935895.3_R0,GEMOMA_00001104-RA,E1BYL7,BLK,BLK,BLK
9322,galGal_rna-XM_004936289.2_R0,GEMOMA_00003184-RA,A0A3Q2UHC1,FBXO41,FBXO41,FBXO41
9323,galGal_rna-XM_004936303.3_R0,GEMOMA_00013090-RA,F1NDD7,NA,LOC100859381,LOC100859381
9324,galGal_rna-XM_004936303.3_R1,GEMOMA_00013091-RA,F1NDD7,NA,LOC100859381,LOC100859381
9325,galGal_rna-XM_004936355.3_R1,GEMOMA_00000316-RA,A0A3Q2UJ38,MARK1,MARK1,MARK1
9326,galGal_rna-XM_004936471.3_R0,GEMOMA_00006913-RA,F1NF95,SLC35F4,SLC35F4,SLC35F4
9327,galGal_rna-XM_004936604.3_R0,GEMOMA_00001848-RA,E1C8J8,GLMN,GLMN,GLMN
9328,galGal_rna-XM_004936716.3_R0,GEMOMA_00009650-RA,A0A3Q2TTR7,DMAP1,DMAP1,DMAP1
9329,galGal_rna-XM_004936973.3_R0,GEMOMA_00002758-RA,A0A1D5PQH7,AMER3,AMER3,AMER3
9330,galGal_rna-XM_004936995.3_R0,GEMOMA_00002551-RA,E1BS97,PAK2,PAK2,PAK2
9331,galGal_rna-XM_004937085.3_R0,GEMOMA_00014071-RA,F1NWH6,AQP7,AQP7,AQP7
9332,galGal_rna-XM_004937168.3_R0,GEMOMA_00011540-RA,A0A1D5PWM2,PDZD2,PDZD2,PDZD2
9333,galGal_rna-XM_004937174.3_R0,GEMOMA_00011549-RA,A0A1L1RP43,RXFP3,RXFP3,RXFP3
9334,galGal_rna-XM_004937180.3_R0,GEMOMA_00011554-RA,A0A1D5PSK5,RAD1,RAD1,RAD1
9335,galGal_rna-XM_004937383.3_R0,GEMOMA_00008893-RA,NA,NA,NA,NA
9336,galGal_rna-XM_004937383.3_R5,GEMOMA_00016441-RA,NA,NA,NA,NA
9337,galGal_rna-XM_004937520.2_R0,GEMOMA_00003690-RA,A0A3Q2U6L8,SPAM1,NA,SPAM1
9338,galGal_rna-XM_004937631.3_R0,GEMOMA_00009116-RA,A0A3Q2U1S3,TMCC3,TMCC3,TMCC3
9339,galGal_rna-XM_004937653.3_R0,GEMOMA_00011455-RA,A0A3Q2TYF7,NA,NA,NA
9340,galGal_rna-XM_004937653.3_R6,GEMOMA_00016437-RA,NA,NA,NA,NA
9341,galGal_rna-XM_004937653.3_R7,GEMOMA_00016401-RA,NA,NA,NA,NA
9342,galGal_rna-XM_004937676.3_R0,GEMOMA_00009187-RA,A0A3Q2UFK3,APOLD1,APOLD1,APOLD1
9343,galGal_rna-XM_004937703.3_R0,GEMOMA_00009233-RA,A0A1D5PIK2,ZC3H7B,ZC3H7B,ZC3H7B
9344,galGal_rna-XM_004937855.3_R0,GEMOMA_00009018-RA,E1BVZ2,SVOPL,SVOPL,SVOPL
9345,galGal_rna-XM_004938217.3_R0,GEMOMA_00004150-RA,A0A1L1RJ80,CFAP44,CFAP44,CFAP44
9346,galGal_rna-XM_004938421.3_R0,GEMOMA_00013544-RA,NA,NA,NA,NA
9347,galGal_rna-XM_004938445.3_R0,GEMOMA_00013459-RA,A0A3Q2UG84,ZBED1,DHRSX,ZBED1
9348,galGal_rna-XM_004938445.3_R1,GEMOMA_00013269-RA,A0A3Q2UG84,ZBED1,DHRSX,ZBED1
9349,galGal_rna-XM_004938463.3_R0,GEMOMA_00002012-RA,A0A1D5PIR1,TUBGCP5,TUBGCP5,TUBGCP5
9350,galGal_rna-XM_004938512.3_R0,GEMOMA_00002069-RA,F1P4R3,FHL2,FHL2,FHL2
9351,galGal_rna-XM_004938653.3_R3,GEMOMA_00015577-RA,NA,NA,NA,NA
9352,galGal_rna-XM_004938775.3_R0,GEMOMA_00002341-RA,A0A1D5PH57,POLR1D,LOC418927,POLR1D
